question,answer,source_jurisdiction,source_citation,source_text
"What does the term ""old Act"" refer to in the context of the Evidence Act 1995 (NSW)?","In the Evidence Act 1995 (NSW), the term ""old Act"" refers to either the Evidence Act 1898 or the Evidence (Reproductions) Act 1967.",new_south_wales,Evidence Act 1995 (NSW),"14 Construction of references to old Acts (1) In this clause— old Act means— (a) the Evidence Act 1898, or (b) the Evidence (Reproductions) Act 1967. (2) A reference in any Act or instrument to an old Act (or a provision of an old Act) is to be read as a reference to the Evidence Act 1995 or the Evidence on Commission Act 1995 (or the provision of those Acts) that, having regard to the reference and the context in which the reference occurs, most nearly corresponds to the old Act (or the provision of the old Act). 15 Saving of rules Any rules made under Part 7 or 8 of the Evidence Act 1898 and in force immediately before the repeal of that Act by this Act are taken to be rules made under the Evidence on Commission Act 1995 and may be amended and repealed accordingly. Part 3 Provisions consequent on the enactment of the Evidence Amendment Act 2007 16 Definition In this Part— the amending Act means the Evidence Amendment Act 2007. 17 Proceedings already begun (1) Subject to this Part, an amendment made to this Act by the amending Act does not apply in relation to proceedings the hearing of which began before the commencement of the amendment. (2) This Act, as in force immediately before the commencement of the amendment, continues to apply in relation to proceedings the hearing of which began before that commencement. 18 Admissions (1) The amendment made by the amending Act to section 85 does not apply in relation to admissions made before the commencement of the amendment. (2) That section, as in force immediately before the commencement of the amendment, continues to apply in relation to admissions made before that commencement."
What was the key issue in the case of Zufferey v City of Ryde Council [2008] NSWLEC 1479 in the Land and Environment Court of New South Wales?,"The key issue in the case of Zufferey v City of Ryde Council [2008] NSWLEC 1479 in the Land and Environment Court of New South Wales was a development application involving the demolition of two existing dwellings and the construction of housing for seniors or people with a disability, with considerations of solar access and amenity impacts.",new_south_wales,Zufferey v City of Ryde Council [2008] NSWLEC 1479," Land and Environment Court of New South Wales CITATION : Zufferey v City of Ryde Council [2008] NSWLEC 1479 APPLICANT Camille Zufferey PARTIES : RESPONDENT City of Ryde Council FILE NUMBER(S) : 10490 of 2008 CORAM: Brown C KEY ISSUES: Development Application :- demolition of two existing dwellings and the construction of housing for seniors or people with a disability - solar access - amenity impacts LEGISLATION CITED: Environmental Planning and Assessment Act 1979 State Environmental Planning Policy (Housing for Seniors and People with a Disability) 2004 DATES OF HEARING: 13/11/08 EX TEMPORE JUDGMENT DATE : 13 November 2008 APPLICANT Mr J Cole, solicitor SOLICITORS HWL Ebsworth LEGAL REPRESENTATIVES: RESPONDENT Mr J Strati, solicitor SOLICITORS City of Ryde Council "
What was the decision of the court in the case JMS v R [2010] NSWCCA 229 in New South Wales?,"In the case JMS v R [2010] NSWCCA 229, the court in New South Wales granted leave to appeal, allowed the appeal, and quashed the sentences below. Instead, the court ordered that the applicant be sentenced to imprisonment on count 1 for three and a half years commencing on 14 October 2009, expiring on 13 April 2013, with a non-parole period of eighteen months commencing 14 October 2009 and expiring on 13 April 2011; and on count 2, to imprisonment for three and a half years commencing 14 April 2010 and expiring on 13 October 2013, with a non-parole period of eighteen months commencing 14 April 2010 and expiring on 13 October 2011.",new_south_wales,JMS v R [2010] NSWCCA 229," CITATION: JMS v R [2010] NSWCCA 229 HEARING DATE(S): 8 September 2010 JUDGMENT DATE: 8 October 2010 JUDGMENT OF: Hodgson JA at 1; Price J at 50; Fullerton J at 51 (1) Leave to appeal granted. DECISION: (2) Appeal allowed. (3) Sentences below quashed and in lieu thereof order that the applicant be sentenced to imprisonment on count 1 for three and a half years commencing on 14 October 2009, expiring on 13 April 2013, with a non-parole period of eighteen months commencing 14 October 2009 and expiring on 13 April 2011; and on count 2, to imprisonment for three and a half years commencing 14 April 2010 and expiring on 13 October 2013, with a non-parole period of eighteen months commencing 14 April 2010 and expiring on 13 October 2011. "
"In the case of Mirvac Homes (Nsw) Pty Ltd - V - Parramatta City Council [1999] NSWLEC 38, what was the decision regarding the demolition of the Grace Cottage and the C T Newman Memorial Home?","In the case of Mirvac Homes (Nsw) Pty Ltd - V - Parramatta City Council [1999] NSWLEC 38, the court accepted the view that both the Grace Cottage and the C T Newman Memorial Home may be demolished. However, any replacement buildings should retain their scale and setback from the circular driveway. The Grace Cottage was a 1950s building of no great heritage value, while the C T Newman Memorial Home, one of the original buildings erected in 1923, was in poor condition and had been much altered from its original state.",new_south_wales,Mirvac Homes (Nsw) Pty Ltd - V - Parramatta City Council [1999] NSWLEC 38," 51. Finally, I should refer to the question of whether two of the Dalmar buildings, the Grace Cottage and the C T Newman Memorial Home, should be demolished. Mr Moore opposes the demolition of those buildings. Mr Brooks is of the view that they may be demolished. The Grace Cottage was erected in 1954. My inspection of this building in the presence of representatives of the parties confirms that it is an undistinguished 1950s building of no great heritage value other than the fact that it is part of the setting for the main heritage buildings. The C T Newman Memorial Home is one of the original buildings erected in 1923. It is in poor condition, has been much altered from its original state and has not been used as a home for children for many years. I accept the view of Mr Brooks that both of these buildings may be demolished but that any replacement buildings should retain their scale and setback from the circular driveway. Merit issues 52. Expert evidence on planning and merit issues was given by Mr G W Smith on behalf of the respondent and by Mr N Ingham on behalf of the applicant. Mr Smith 53. Mr Smith identifies a number of concerns which I now briefly describe. In Precinct 1 Mr Smith identifies the following aspects of the development which cause him concern: (i) whether the use of Grimes Lane for vehicular access is satisfactory, as there is no provision for vehicles to turn at the end of that part of the lane which is proposed to be paved; (ii) whether concentrating the traffic from 71 dwellings into Mulyan Avenue is satisfactory; (iii) whether on an undeveloped site of this size it is acceptable to have dwellings with living areas unlikely to receive any, or very limited, amounts of sunlight;"
"Under the Electricity Supply Industry Act 1995 (Tas), who is liable to pay compensation for damage caused by an electricity officer or an authorised officer?","Under the Electricity Supply Industry Act 1995 (Tas), if the damage is caused by an electricity officer, the electricity entity for which the officer is acting is liable to pay reasonable compensation for the damage. If the damage is caused by an authorised officer, the Regulator or the workplace health and safety Secretary, as appropriate, is liable to pay reasonable compensation for the damage.",tasmania,Electricity Supply Industry Act 1995 (Tas),"Division 5 - Damage caused by officers in exercising statutory powers 117. Damage to be notified (1) An electricity officer or authorised officer who damages property in a place entered in pursuance of powers under this Act must (unless the damage appears to be trivial) give notice containing particulars of the damage to the occupier of the place. Penalty: Fine not exceeding 10 penalty units. (2) If it is not practicable to give the notice to the occupier personally, the notice may be left in a conspicuous position near where the damage happened. 118. Liability for compensation (1) If the damage is caused by an electricity officer, the electricity entity for which the officer is acting is liable to pay reasonable compensation for the damage and, if the damage is caused by an authorised officer, the Regulator or the workplace health and safety Secretary, as appropriate, is liable to pay reasonable compensation for the damage. (2) A claim for compensation under this section may be made in a court with jurisdiction to decide a claim in tort for the relevant amount. Division 6 - Immunity from liability 119. Immunity from liability The Regulator, workplace health and safety Secretary or another person acting, or purporting to act, in good faith in the administration of this Act incurs no civil liability except– (a) a liability for negligence; or (b) a liability for which express provision is made by or under this Act."
What was the order made by the court regarding the plaintiff's costs in the case of National Australia Bank Limited v Sayed [2020] NSWSC 1316?,"In the case of National Australia Bank Limited v Sayed [2020] NSWSC 1316, the court ordered, pursuant to s 98(4)(c) of the Civil Procedure Act, that the plaintiff’s costs of the proceedings be paid by the defendant. These costs were fixed on a gross sum costs basis in the amount of $31,000. This amount includes the costs of the present notice of motion.",new_south_wales,National Australia Bank Limited v Sayed [2020] NSWSC 1316,"Order 21. I therefore order, pursuant to s 98(4)(c) of the Civil Procedure Act, that the plaintiff’s costs of these proceedings be paid by the defendant and be fixed on a gross sum costs basis in the amount of $31,000 (noting that the costs of the present notice of motion form part of the costs so fixed). ********** DISCLAIMER - Every effort has been made to comply with suppression orders or statutory provisions prohibiting publication that may apply to this judgment or decision. The onus remains on any person using material in the judgment or decision to ensure that the intended use of that material does not breach any such order or provision. Further enquiries may be directed to the Registry of the Court or Tribunal in which it was generated. Decision last updated: 28 September 2020"
"Under the Mines Safety and Inspection Act 1994 (WA), what provisions are made for a levy to cover the costs of administering the Work Health and Safety Act 2020 in relation to mines and mining operations?","Under the Mines Safety and Inspection Act 1994 (WA), regulations may be made to provide for a levy, which may be of the nature of a tax, to be payable to the State for the costs of administering the Work Health and Safety Act 2020 in relation to mines and mining operations. These regulations may deal with the circumstances in which liability to pay the levy is imposed, how the amount of the liability is to be assessed, on whom liability is imposed to pay the amount assessed, when payment becomes due, and how payment is to be made. They may also provide for who is exempt or partially exempt from liability to pay the amount assessed and the conditions to which an exemption, or partial exemption, is subject. The regulations may also outline rights to object to an assessment and how the objection is to be dealt with, the consequences of failure to pay an amount in accordance with the regulations, and how an amount outstanding may be recovered. The regulations may also provide for the keeping of records and the provision of information to facilitate the administration of the provisions for the levy, and for the authorisation of persons to perform functions for the purpose of investigating and enforcing compliance with the provisions for the levy.",western_australia,Mines Safety and Inspection Act 1994 (WA),"105A. Regulations for levy for costs of administering Work Health and Safety Act 2020 in relation to mines and mining operations (1) Regulations may be made under section 104 to provide for a levy, which may be of the nature of a tax, to be payable to the State for the costs of administering the following — (a) the Work Health and Safety Act 2020 in relation to mines and mining operations; (b) this Act. [(2) deleted] (2A) To the extent that the regulations provide for a levy that is a tax, the regulations may impose the tax. (3) The regulations may deal with — (a) the circumstances in which liability to pay the levy is imposed; (b) how the amount of the liability is to be assessed; (c) on whom liability is imposed to pay the amount assessed, when payment becomes due, and how payment is to be made; (d) who is exempt or partially exempt from liability to pay the amount assessed and the conditions to which an exemption, or partial exemption, is subject; (e) rights to object to an assessment and how the objection is to be dealt with; (f) the consequences of failure to pay an amount in accordance with the regulations, which may include the imposition of an increase in the amount of an outstanding liability and may include interest; (g) how an amount outstanding may be recovered. (4) The regulations may — (a) provide for the keeping of records and the provision of information to facilitate the administration of the provisions for the levy; (b) provide for the authorisation of persons to perform functions for the purpose of investigating and enforcing compliance with the provisions for the levy and, for those purposes, give authorised persons functions, which may include functions of a kind comparable to a kind of functions that the Work Health and Safety Act 2020 gives to an inspector."
What is the requirement for the inspection of the engine mount hanger in Schweizer (Hughes) 269 Series Helicopters as per the Australian Secondary Legislation AD/HU 269/19 Amdt 1?,"According to the Australian Secondary Legislation AD/HU 269/19 Amdt 1 - Engine Mount Hanger - Inspection, the requirement is to carry out a visual inspection of the left and right hand engine mount drive end hangar assembly P/No. 269A8617 and 269A8618 for cracking. This inspection should be aided by a light and mirror. The inspection must be carried out at intervals not exceeding 60 hours time in service after 19 May 1967.",commonwealth,AD/HU 269/19 Amdt 1 - Engine Mount Hanger - Inspection (Cth)," COMMONWEALTH OF AUSTRALIA (Civil Aviation Regulations 1998), PART 39 - 105 CIVIL AVIATION SAFETY AUTHORITY SCHEDULE OF AIRWORTHINESS DIRECTIVES Schweizer (Hughes) 269 Series Helicopters AD/HU 269/19 Amdt 1 Engine Mount Hanger - Inspection 11/67 Applicability: Models 269A and 269B. Requirement: Carry out a visual inspection of the left and right hand engine mount drive end hangar assembly P/No. 269A8617 and 269A8618 for cracking. Note: A light and mirror will be required as an aid to the inspection. Compliance: At intervals not exceeding 60 hours time in service after 19 May 1967. "
"In the case of SZTDT v Minister for Immigration and Border Protection [2016] FCA 631, what was the Tribunal's finding regarding the appellant's claim for protection under s 36(2)(a)?","In the case of SZTDT v Minister for Immigration and Border Protection [2016] FCA 631, the Tribunal was not satisfied that the appellant’s account of what had happened to him in Sri Lanka was credible for the purposes of his claims to protection under s 36(2)(a). The Tribunal also rejected his claim that the brief period of detention or remand and the fine that he would be exposed to, were he found guilty of being an illegal returning departee, would give rise to complementary protection obligations. Therefore, it was not satisfied that there were substantial grounds for believing that he would suffer significant harm were he returned to Sri Lanka.",commonwealth,SZTDT v Minister for Immigration and Border Protection [2016] FCA 631,"22 In my opinion, the Tribunal’s findings, in [40] and [41] of its reasons, demonstrated that it had addressed this very question, namely, whether it was satisfied that Australia had those protection obligations. It was not satisfied that the appellant’s account of what had happened to him in Sri Lanka was credible for the purposes of his claims to protection under s 36(2)(a). Based on those findings, together with its rejection of his claim that the brief period of detention or remand and the fine that he would be exposed to, were he found guilty of being an illegal returning departee, would give rise to complementary protection obligations, it was not satisfied that there were substantial grounds for believing that he would suffer significant harm were he returned to Sri Lanka. 23 I can see no error in the way the trial judge dealt with the arguments put to him by counsel, then representing the appellant, that he repeated in his written submissions on appeal. Moreover, I agree with what Robertson J said in SZSGA [2013] FCA 774 at [56]-[57]. For these reasons, ground one must fail."
Why was the appellant's application for a protection visa rejected in the case of SZICU v Minister for Immigration and Citizenship [2008] FCAFC 1?,"In the case of SZICU v Minister for Immigration and Citizenship [2008] FCAFC 1, the appellant's application for a protection visa was rejected because the delegate of the first respondent believed that since the appellant had no difficulty obtaining an Indian passport, he was ""not of adverse interest to the authorities"".",commonwealth,SZICU v Minister for Immigration and Citizenship [2008] FCAFC 1," 4 The appellant claims that he became an active member of the CPI (ML) and that he coordinated party meetings in his local village, and as a consequence began to attract public attention. In early 2000, he was arrested by local police for his activism. The appellant’s party was banned and he was sentenced to gaol until his release in June 2001. After returning to his village, the appellant could not find his family, and he fled the village to hide in forests where the police would not pursue him. He also claims that he was eventually arrested again in April 2002 and, he says, was subjected to false accusations and brutal attacks by the police. One of these attacks required hospitalisation, but, since the appellant believed that the police asked his doctors to kill him, he ran away. The appellant said that, until 2004, he hid in forests and villages. Ultimately, a friend in the CPI (ML) arranged his visa to escape to Australia. The appellant believes that police and others will kill him anywhere in India if he returns. 5 The delegate of the first respondent refused the appellant’s application for a protection visa. Essentially, the reason for the rejection was that, since the appellant had no difficulty obtaining an Indian passport, he was “not of adverse interest to the authorities”."
"In the case of R v Qaumi & Ors (No 39) [2016] NSWSC 797, what was the main interest of the witness in relation to Mr Kalal?","In the case of R v Qaumi & Ors (No 39) [2016] NSWSC 797, the main interest of the witness in relation to Mr Kalal was to comply with his undertaking to give evidence against the accused, which included giving evidence against Mr Kalal. The witness provided evidence that supported the Crown case that Mr Kalal was involved in both the Zakaria and Chokolatta Café shootings.",new_south_wales,R v Qaumi & Ors (No 39) [2016] NSWSC 797,"CONSIDERATION 15. As I have observed, the forensic advantage enjoyed by Mr Kalal in cross-examining last will be reversed when the parties come to address. Further, if material emerges in Mr Clarke’s cross-examination that is genuinely new or surprising, it is open to counsel for the other accused to seek leave to ask further questions in cross-examination. This has already happened on one occasion and I allowed further, albeit limited, cross-examination of Witness G on behalf of both Jamil Qaumi and Farhad Qaumi after Mr Clarke had completed his cross-examination: R v Qaumi & Ors (No 32). [11] 16. While I accepted that both the witness and Mr Kalal contend that they were afraid of Farhad Qaumi and acted on his behalf because of their fear, I did not conclude that the witness had an interest consistent with that of the accused (Kalal). The witness’s main interest was to comply with his undertaking to give evidence against the accused and this included giving evidence against Mr Kalal. He did this in providing evidence that supported the Crown case that Mr Kalal was involved in both the Zakaria and Chokolatta Café shootings. Further, I did not form the impression that witness was particularly sympathetic to Mr Kalal’s case."
"In the context of New South Wales law, can a company be bound by a contract independently of the Corporations Act?","No, a company cannot be bound by a contract independently of the Corporations Act. As concluded by Gleeson JA in the matter of Antqip Hire Pty Limited (subject to deed of company arrangement) (in liquidation) [2020] NSWSC 487, the binding force of a Deed of Company Arrangement (DOCA) only arises by reason of section 444G of the Corporations Act. If the DOCA never came into force due to failure to comply with the requirements of the Corporations Act, its provisions would never become the source of any obligation.",new_south_wales,In the matter of Antqip Hire Pty Limited (subject to deed of company arrangement) (in liquidation) [2020] NSWSC 487,"Thus, Gleeson JA concluded that there was “simply no room for the argument that independently of the Corporations Act a company may be bound by contract” as the binding force of a DOCA only arises by reason of section 444G: at [79]. If the DOCA never came into force for failure to comply with the requirements of the Corporations Act, its provisions would never become the source of any obligation: at [78]. 67. As Barrett J further explained in Reed Constructions at [23]: The main statutory impact is upon creditors. By force of s.444D(1), the deed binds them in relation to claims arising on or before the day specified in the deed under s.444A(4)(i). … Section 444B(6) causes the instrument to become a deed of company arrangement when executed by the specified persons. The provisions in the instrument then have statutory force. …"
"In the case of Brown, D.A. & Ors v Forest Hill Shopping Centre Pty Ltd & Ors [1995] FCA 614, what was the implied term of the lease that the First Respondent was supposed to adhere to?","In the case of Brown, D.A. & Ors v Forest Hill Shopping Centre Pty Ltd & Ors [1995] FCA 614, it was implied in the lease that the First Respondent would take all reasonable steps to prevent any other person from carrying on any business activity in any part of the Shopping Centre (other than the leased premises) where such business' main activity is the on-site manufacture and retail sale of donuts. This term was said to be implied because ""it is reasonable and equitable"", ""it is necessary to give business efficacy to the terms of the Lease"", and ""it was obviously intended to be a provision of the Lease"".",commonwealth,"Brown, D.A. & Ors v Forest Hill Shopping Centre Pty Ltd & Ors [1995] FCA 614"," it was a further term of the Lease that the First Respondent would, during the continuance of the Lease, take all reasonable steps in order to prevent any other person carrying on in any part or parts of the Shopping Centre (other than the leased premises) any business activity where such business' main business activity is the on-site manufacture and retail sale of donuts (""the Prohibition"") .... This term is said to be implied because ""it is reasonable and equitable"", ""it is necessary to give business efficacy to the terms of the Lease"", and ""it was obviously intended to be a provision of the Lease"". Paragraphs 5B to 5E are new. Paragraph 5B is as follows: Further or in the alternative, the First Respondent as landlord and registered proprietor of the Shopping Centre owed to the Applicants a duty of care to monitor and take reasonable steps to: (a) ensure that the Applicants enjoyed the benefits of the exclusivity in the conduct of their business as contemplated by the term of the Lease referred to in paragraph 5(c) above ...; (b) prevent other shop premises in the Shopping Centre being used by other persons in contravention of the exclusivity contemplated by the term of the Lease referred to in paragraph 5(c) above .... In paragraph 5C the applicants set out a number of matters which they say created a relationship of proximity between them and the first respondent. In paragraph 5D it is alleged that the first respondent breached its duty of care, and in paragraph 5E that as a result the applicants have suffered loss and damage. The pleading does not identify what constitutes the breach, but it is presumably the grant of the lease to Keatsville. As I have said, the first respondent applies to strike out paragraphs 5A to 5E."
"In the case of Marino (a pseudonym) v Bello (a pseudonym) (No 2) [2022] NSWCA 143, what was the appellant's request and what was the court's response?","In the case of Marino (a pseudonym) v Bello (a pseudonym) (No 2) [2022] NSWCA 143, the appellant, who was self-represented and without a solicitor or counsel, sought a referral for pro bono assistance. The Court's response was that the reasons for granting leave to appeal disclosed a sufficiently arguable case that a referral would not be declined on that basis. The case was considered to give rise to a question of principle upon which the court would be assisted by consideration and exposition of the authorities by competent counsel.",new_south_wales,Marino (a pseudonym) v Bello (a pseudonym) (No 2) [2022] NSWCA 143,"Judgment 1. On 16 May 2022, the Court granted leave to the applicant to appeal from a judgment of the District Court, as regards claims against the first and second respondents, on proposed grounds 1 and 5 (subject to certain limitations) in the draft notice of appeal. The appeal is set down for hearing on 18 August 2022. By Notice of Motion filed on 29 July 2022, the appellant seeks a referral for pro bono assistance. 2. The appellant is presently self-represented and has no solicitor nor counsel acting, although it appears that he was some time a member of the legal profession. He deposes that he is presently a part-time student, aspiring to re-join the legal profession, and in receipt of job-keeper payments. 3. The Court’s reasons for granting leave to appeal disclose a sufficiently arguable case that a referral would not be declined on that basis. The case gives rise to a question of principle upon which the court will be assisted by consideration and exposition of the authorities by competent counsel, particularly in circumstances where it appears unlikely that the respondents will be represented."
"Under the Magistrates Court Act 1987 (Tas), who is responsible for convening meetings of the Magistrates Rule Committee?","Under the Magistrates Court Act 1987 (Tas), meetings of the Magistrates Rule Committee are to be convened by or on the direction of the Chief Magistrate.",tasmania,Magistrates Court Act 1987 (Tas),"15AD. Meetings and procedure of committee (1) Meetings of the Magistrates Rule Committee are to be convened by or on the direction of the Chief Magistrate. (2) The quorum for a meeting of the committee is 8, of whom one is to be the Chief Magistrate or Deputy Chief Magistrate. (3) If the presiding member is unable to attend a meeting of the committee, the Deputy Chief Magistrate must preside at the meeting. (4) A telephone or video conference between members of the committee is a meeting of the committee at which the members participating in the conference are present. (5) Except as provided by this section, the committee may regulate its own proceedings."
What were the declarations sought by Mr Leroy in the matter of Vitale and Vitale (Bankrupts) [2016] FCA 999?,"In the matter of Leroy (Trustee), in the matter of Vitale and Vitale (Bankrupts) [2016] FCA 999, Mr Leroy sought several declarations. Firstly, he sought a declaration that the issue of units in the Vitale Future Generation Trust was beyond power and void. Secondly, he argued that the loan by Vitale Future Generations to Mr and Mrs Vitale to fund the subscription for those units was therefore void, or failed because there was a total failure of consideration. Thirdly, he sought a declaration that the mortgage granted by Mrs Vitale, purportedly to secure the purported loan to Vitale Future Generations, did not secure any debt or obligation, and was accordingly void or should be set aside. His case was not based on the contention that the loan and mortgage were entered into to defraud or defeat creditors, but rather that the issue of the units was not provided for, or properly provided for, in the trust deed, and was therefore beyond power. As a result, the loan that was purportedly made to fund the subscription for those units failed for want of consideration, as did the mortgage that purportedly secured it.",commonwealth,"Leroy (Trustee), in the matter of Vitale and Vitale (Bankrupts) [2016] FCA 999","19 Third, Mr Leroy sought declarations to the effect that the purported issue of units in the Vitale Future Generation Trust was beyond power and void, and that the purported loan by Vitale Future Generations to Mr and Mrs Vitale to fund the subscription for those units was therefore void, or failed because there was a total failure of consideration. 20 Fourth, Mr Leroy sought a declaration that the mortgage granted by Mrs Vitale, purportedly to secure the purported loan to Vitale Future Generations, did not secure any debt or obligation, and was accordingly void or should be set aside. 21 An important point to emphasise about Mr Leroy's case concerning the purported loan to Mrs Vitale and the mortgage of the Caringbah property is that, as originally pleaded, his case was not based on the contention that the loan and mortgage were entered into to defraud or defeat creditors. Rather, in simple terms, Mr Leroy's case was that the issue of the units was not provided for, or properly provided for, in the trust deed, and was therefore beyond power. As a result, the loan that was purportedly made to fund the subscription for those units failed for want of consideration, as did the mortgage that purportedly secured it."
"What is the purpose of the Airworthiness Directive (AD) issued under subregulation 39.001(1) of CASR 1998 in the Commonwealth secondary legislation document titled ""AD/V2500/8 - High Pressure Turbine Disks""?","The Airworthiness Directive (AD) issued under subregulation 39.001(1) of CASR 1998 in the Commonwealth secondary legislation document titled ""AD/V2500/8 - High Pressure Turbine Disks"" requires that certain actions be taken to correct an unsafe condition in relation to the aircraft or aeronautical product mentioned in the applicability section. These actions must be taken: (a) in the circumstances mentioned in the requirement section; (b) in accordance with the instructions set out in the requirement section; and (c) at the time mentioned in the compliance section.",commonwealth,AD/V2500/8 - High Pressure Turbine Disks (Cth)," AIRWORTHINESS DIRECTIVE For the reasons set out in the background section, the CASA delegate whose signature appears below issues the following Airworthiness Directive (AD) under subregulation 39.001(1) of CASR 1998. The AD requires that the action set out in the requirement section (being action that the delegate considers necessary to correct the unsafe condition) be taken in relation to the aircraft or aeronautical product mentioned in the applicability section: (a) in the circumstances mentioned in the requirement section; and (b) in accordance with the instructions set out in the requirement section; and (c) at the time mentioned in the compliance section. International Aero Engines AG V2500 Series AD/V2500/8 High Pressure Turbine Disks 12/2011"
"In the case of Wu v R [2016] NSWCCA 96, what was the Crown's argument regarding the discount given for past assistance in Mr Wu's case?","In Wu v R [2016] NSWCCA 96, the Crown conceded that one might infer that the discount given for past assistance in Mr Wu’s case was 5%. However, they argued that even if the relevant discount was 5% for past assistance and 5% for future assistance, this does not demonstrate that there was an error in the exercise of the sentencing judge's discretion. The Crown's submission was that, had the judge given a greater discount for the combined assistance and plea, it nevertheless could not have led to a situation where no custodial sentence was imposed at all because that would fail to reflect the principle of general deterrence. The Crown also pointed to the need for the discounted sentence not to be disproportionate to the objective gravity of a particular offence and the circumstances of a particular offender. They argued that it is both artificial and wrong in principle for Mr Wu to seek to demonstrate error by dissecting the combined discount into percentages that were purportedly allowed for the guilty pleas and for assistance.",new_south_wales,Wu v R [2016] NSWCCA 96,"51. In oral submissions, the Crown conceded that one might infer, from the sentence imposed on PR and having regard to the comments that his Honour made in sentencing Mr Wu, that the discount given for past assistance in Mr Wu’s case was 5%, though the Crown makes the point that the sentencing judge did not specify that the discount for the guilty plea was 25% in Mr Wu’s case. The Crown argues that even if the relevant discount was 5% for past assistance and 5% for future assistance, this does not demonstrate that there was an error in the exercise of his Honour’s discretion, noting that the co-offenders’ guilty pleas meant that there was remorse, contrition and willingness to accept responsibility for their offending as Mr Wu did. The Crown’s submission in any event was that, had his Honour given a greater discount for the combined assistance and plea, it nevertheless could not have led to a situation where no custodial sentence was imposed at all because that would fail to reflect the principle of general deterrence. 52. The Crown points to the need for the discounted sentence not to be disproportionate to the objective gravity of a particular offence and the circumstances of a particular offender; and argues that it is both artificial and wrong in principle for Mr Wu to seek to demonstrate error by dissecting the combined discount into percentages that were purportedly allowed for the guilty pleas and for assistance. The Crown refers to what was said by Gleeson CJ in R v Gallagher at 227-228 to the effect that matters such as a plea of guilty, expression of contrition and willingness to co-operate with authorities form a complex of interrelated considerations. The Crown submits that the attempt to demonstrate error by isolating the nominated 5% discount for future assistance and then considering the adequacy of that component of the sentence alone is also wrong in principle."
What are the dates of the amendments to the Acts Interpretation (Substituted References — Section 19B) Order 1997 (Cth) as per the secondary legislation?,"The Acts Interpretation (Substituted References — Section 19B) Order 1997 (Cth) was amended on several occasions. The Amendment Orders were made on 1 Dec 2004, 13 Mar 2006, 16 Feb 2007, 18 Dec 2007, 6 Mar 2008, 2 June 2008, and 10 Mar 2010.",commonwealth,Acts Interpretation (Substituted References — Section 19B) Order 1997 (Cth),"Acts Interpretation (Substituted References—Section 19B) Amendment Order 2004 (No. 1) 1 Dec 2004 18 Nov 2004 (gaz 2004, No. GN48) — Acts Interpretation (Substituted References—Section 19B) Amendment Order 2006 (No. 1) 13 Mar 2006 (F2006L00655) 13 Mar 2006 — Acts Interpretation (Substituted References—Section 19B) Amendment Order 2007 (No. 1) 16 Feb 2007 (F2007L00303) 16 Feb 2007 — Acts Interpretation (Substituted References—Section 19B) Amendment Order 2007 (No. 2) 18 Dec 2007 (F2007L04749) 18 Dec 2007 — Acts Interpretation (Substituted References—Section 19B) Amendment Order 2008 (No. 1) 6 Mar 2008 (F2008L00650) 6 Mar 2008 — Acts Interpretation (Substituted References—Section 19B) Amendment Order 2008 (No. 2) 2 June 2008 (F2008L01843) 3 June 2008 — Acts Interpretation (Substituted Reference—Section 19B) Amendment Order 2010 (No. 1) 10 Mar 2010 (F2010L00644) 11 Mar 2010 — "
"In the case of Schulz v Medical Board of Queensland [2001] FCA 1771, did the Board have an obligation to consider whether or not to impose a condition in every case under Section 33(2)?","In Schulz v Medical Board of Queensland [2001] FCA 1771, it was determined that there is nothing in Section 33 which can be read as requiring the Board to consider whether or not to impose a condition in every case. This would appear to cut across the intended, automatic, operation of Section 33(1). Therefore, there is no duty arising from the language of the statute which it could be said the Board has refused to perform.",commonwealth,Schulz v Medical Board of Queensland [2001] FCA 1771," 11 Section 33(2) does provide the Board with power, inter alia, not to impose a condition which had been imposed by the disciplinary authority in the other State. The Board did not exercise that power in this case and it seems clear enough that its resolution merely recorded, in a formal way, the effect that s 33(1) had had. It could not therefore be said to have made a decision in the exercise of the powers given to it by statute, such as would give jurisdiction to the Tribunal under s 25(1) AAT Act. It remains to consider whether the Board can be said to have failed to consider the exercise of its discretion in his favour. The contention assumes the existence of an obligation to do so. 12 There is nothing in s 33 which, in my view, can be read as requiring the Board to consider whether or not to impose a condition in every case. To the contrary, that would appear to cut across the intended, automatic, operation of s 33(1). There is no duty arising from the language of the statute which it could be said the Board has refused to perform."
